"institution_short","course_code_norm","year","hv","url","status","ok","bytes","sha1","course_name_no","fulltext"
"uia","NO-406-1",2026,"V","https://www.uia.no/studier/emner/2026/var/no-406.html",200,TRUE,275,"ee4c1c7cffe1837c239e07b77eda72c5076b84ad",NA,NA
"uia","IDR416-1",2026,"V","https://www.uia.no/studier/emner/2026/var/idr416.html",404,FALSE,NA,NA,NA,NA
"uia","IDR417-1",2026,"V","https://www.uia.no/studier/emner/2026/var/idr417.html",404,FALSE,NA,NA,NA,NA
"uia","IDR419-1",2026,"V","https://www.uia.no/studier/emner/2026/var/idr419.html",404,FALSE,NA,NA,NA,NA
"uia","IDR420-1",2026,"V","https://www.uia.no/studier/emner/2026/var/idr420.html",404,FALSE,NA,NA,NA,NA
"uia","HI-413-1",2026,"V","https://www.uia.no/studier/emner/2026/var/hi-413.html",200,TRUE,275,"d0099f176e11d20c432920e2cd9a773a4249dbe9",NA,NA
"uia","HI-501-1",2026,"V","https://www.uia.no/studier/emner/2026/var/hi-501.html",404,FALSE,NA,NA,NA,NA
"uia","TY-400-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ty-400.html",200,TRUE,275,"f20d44d66e5698e97e73f9310265419f2a02996b",NA,NA
"uia","NAT403-1",2026,"V","https://www.uia.no/studier/emner/2026/var/nat403.html",200,TRUE,275,"9087af62f5de9f744ca746eb640ff82c4640521f",NA,NA
"uia","PRA047-1",2026,"V","https://www.uia.no/studier/emner/2026/var/pra047.html",200,TRUE,275,"599ccbda05ff3d3157f237281b4d0d2188050844",NA,NA
"uia","NO-504-1",2026,"V","https://www.uia.no/studier/emner/2026/var/no-504.html",200,TRUE,275,"ec7597ca7b421331a820add63e7a9c14ba3c59d6",NA,NA
"uia","NO-507-1",2026,"V","https://www.uia.no/studier/emner/2026/var/no-507.html",404,FALSE,NA,NA,NA,NA
"uia","NO-505-1",2026,"V","https://www.uia.no/studier/emner/2026/var/no-505.html",404,FALSE,NA,NA,NA,NA
"uia","MA-438-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ma-438.html",404,FALSE,NA,NA,NA,NA
"uia","NO-506-1",2026,"V","https://www.uia.no/studier/emner/2026/var/no-506.html",404,FALSE,NA,NA,NA,NA
"uia","NO-508-1",2026,"V","https://www.uia.no/studier/emner/2026/var/no-508.html",200,TRUE,275,"040ff118a1f8a66179ffbb93c90eda90bc59923e",NA,NA
"uia","MA-439-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ma-439.html",404,FALSE,NA,NA,NA,NA
"uia","EN-438-1",2026,"V","https://www.uia.no/studier/emner/2026/var/en-438.html",200,TRUE,275,"ecd22cb01a7ec719c3a574dc3dfc1f4bf1af2f07",NA,NA
"uia","MA-443-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ma-443.html",404,FALSE,NA,NA,NA,NA
"uia","REL419-1",2026,"V","https://www.uia.no/studier/emner/2026/var/rel419.html",404,FALSE,NA,NA,NA,NA
"uia","EN-447-1",2026,"V","https://www.uia.no/studier/emner/2026/var/en-447.html",404,FALSE,NA,NA,NA,NA
"uia","MA-444-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ma-444.html",404,FALSE,NA,NA,NA,NA
"uia","REL420-1",2026,"V","https://www.uia.no/studier/emner/2026/var/rel420.html",200,TRUE,275,"b55092c413b8c697f58113e6684588fedde922b8",NA,NA
"uia","EN-503-1",2026,"V","https://www.uia.no/studier/emner/2026/var/en-503.html",200,TRUE,275,"8c49df34d79a1b4d9b09b0ee84108168cbb8500c",NA,NA
"uia","KH-502-1",2026,"V","https://www.uia.no/studier/emner/2026/var/kh-502.html",404,FALSE,NA,NA,NA,NA
"uia","KH-503-1",2026,"V","https://www.uia.no/studier/emner/2026/var/kh-503.html",200,TRUE,275,"5202a36986dbce4574c272492aae1c66f6b30e7b",NA,NA
"uia","MA-442-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ma-442.html",200,TRUE,275,"1a82cc9b56d1b44dc033b069fe5b596f209c40b6",NA,NA
"uia","REL416-1",2026,"V","https://www.uia.no/studier/emner/2026/var/rel416.html",200,TRUE,275,"618ed7c770efe4be10d315f75216a3eabbe40c70",NA,NA
